id,INDICIO,TIPO DE INDICIO,COLOR,MARCA,TALLA,OBSERVACIONES,LINK FOTO
958,60R,COBIJA,GRIS,S/D,S/D,"A CUADROS, CON FRANJAS ROJAS, AZULES Y GRISES, CON BARBILLAS A LOS COSTADOS",https://drive.google.com/open?id=1Sf-omQ-V5SsY8oJJLKSPkZANWmkSg_Dv&usp=drive_copy
959,61R,COBIJA,"TINTO, BEIGE, AZUL",S/D,S/D,"CON ESTAMPADO DE UN AGUILA Y 2 CABAÑAS, 4 PINOS Y 2 MONTAÑAS, TIENE BARBILLAS EN LOS COSTADOS",https://drive.google.com/open?id=1312GbyZIhehJ98MdwGRHepHmXgdFM7FF&usp=drive_copy
960,62R,COBIJA,GRIS,S/D,S/D,"A CUADROS, CON FRANJAS ROJAS, AZULES Y GRISES, CON BARBILLAS A LOS COSTADOS",https://drive.google.com/open?id=1HEy01sHRMW1ji8B0o2cps8BinAshhdOM&usp=drive_copy
961,63R,COBIJA,S/D,S/D,S/D,"A CUADROS, CON FRANJAS EN COLOR TINTO, ROSA Y BLANCO, CON BARBILLAS EN LOS COSTADOS",https://drive.google.com/open?id=1uIhXsnduZ-zOzZ9PIYUbIjUTXcqeXRXN&usp=drive_copy
962,64R,COBIJA,GRIS,S/D,S/D,"A CUADROS, CON FRANJAS ROSAS, AZULES Y BLANCAS, CON RASGADURA EN UNA ORILLA Y BARBILLAS EN LOS COSTADOS",https://drive.google.com/open?id=1UYUY9r-9InMy-MzKtX62Kev8YjY6H5eh&usp=drive_copy
963,65R,COBERTOR,"ROSA, GRIS, VIOLETA , BLANCO",S/D,S/D,"CON ESTAMPADO DE ROMBOS, TIENE UNA RASGADURA AL CENTRO",https://drive.google.com/open?id=1brdOFDnA78_9rBBZEnuhqNFL-MgnEtoO&usp=drive_copy
964,66R,COBIJA,GRIS,S/D,S/D,"CON FRANJAS EN COLOR AMARILLO, ROJO Y BLANCO, CON BARBILLAS A LOS COSTADOS",https://drive.google.com/open?id=14BAKQ2SyBIKZF_x8XhwiCWLQDqWVTjXJ&usp=drive_copy
965,67R,COBIJA,GRIS,S/D,S/D,"CON CUADROS DE FRANJAS EN COLOR BLANCO, ROJO Y NEGRO, TIENE UNA RASGADURA Y BARBILLAS A LOS COSTADOS",https://drive.google.com/open?id=1F3ODcqkxaOT2F4jIiI5MQMrmlaQ-Yk95&usp=drive_copy
966,68R,COBIJA,AZUL,S/D,S/D,"CON FRANJAS BLANCAS Y ESTAMPADOS DE COPOS DE NIEVE, FIGURAS DE ANIMALES EN COLOR BLANCO",https://drive.google.com/open?id=10Ui5CQ3F5AfcI9iTcamiSugqxYZz2eOl&usp=drive_copy
967,69R,COBIJA,GRIS,S/D,S/D,"CON FRANJAS NEGRAS Y ROJAS, A CUADROS, CON BARBILLAS A LOS COSTADOS",https://drive.google.com/open?id=1Cf3XUU-H1WtMRuu_4pGd6-VTRP_03ltC&usp=drive_copy
968,70R,COBIJA,GRIS,S/D,S/D,"FRANJAS EN COLOR AMARILLO, ROSA Y BLANCO A CUADROS, CON BARBILLAS A LOS COSTADOS",https://drive.google.com/open?id=1Gf9nxkokttrMr8Ky3avhQoqA0NpNE-ko&usp=drive_copy
969,71R,COBIJA,S/D,S/D,S/D,"A CUADROS CON FRANJAS EN COLOR CAFE, BLANCO Y NEGRO CON BARBILLAS A LOS COSTADOS",https://drive.google.com/open?id=1gnpi9mlTZHdL3vZtsiGi5mX1HG2vEdWL&usp=drive_copy
970,72R,COBIJA,GRIS,S/D,S/D,"FRANJAS EN COLOR BLANCO, ROSA Y VERDE, CON RASGADURAS Y BARBILLAS A LOS COSTADOS",https://drive.google.com/open?id=1MbTX7DBuZRHdB36SAgPpd13v2kHP2vA1&usp=drive_copy
971,73R,COBIJA,GRIS,S/D,S/D,"FRANJAS AMARILLAS, ROJAS Y BLANCAS, CON 02 RASGADURAS Y BARBILLAS A LOS COSTADOS",https://drive.google.com/open?id=1LwmO-eeSuctN_Sftkt6SspaSPvQ9FLH1&usp=drive_copy
972,74R,COBIJA,GRIS,S/D,S/D,"FRANJAS ROSAS, ROJAS Y BLANCAS CON CUADROS Y BARBILLAS A LOS COSTADOS",https://drive.google.com/open?id=15UqtMz_R46VTYKQ9rNsg0OsRPR5Vbek8&usp=drive_copy
973,75R,COBIJA,GRIS,S/D,S/D,"FRANJAS ROJAS, BLANCAS Y NEGRAS A CUADROS, CON BARBILLAS A LOS COSTADOS",https://drive.google.com/open?id=1XQAf8bBgHji-C0lBt_-kqZ6TR88R3vt7&usp=drive_copy
974,76R,COBIJA,S/D,S/D,S/D,"FRANJAS ROJAS, NEGRAS Y BLANCAS, A CUADROS CON BARBILLAS A LOS COSTADOS",https://drive.google.com/open?id=1TFS8VrvLC1rjgjXBulBb9d6FhRiTNkvc&usp=drive_copy
975,77R,COBIJA,GRIS,S/D,S/D,"FRANJAS BLANCAS Y VERDES A CUADROS, CON BARBILLAS A LOS COSTADOS",https://drive.google.com/open?id=134URzOMbEbdcIm-u2jlwKkLPbvkjDBc3&usp=drive_copy
976,78R,COBIJA,S/D,S/D,S/D,"FRANJAS ROSAS, BLANCAS Y AMARILLAS, CUADROS CON DESGARRES Y BARBILLAS A LOS COSTADOS",https://drive.google.com/open?id=13XaW_VSQP5elz8fQRO2x8oIRyxlhHSRA&usp=drive_copy
977,79R,COBIJA,S/D,S/D,S/D,"FRANJAS ROSAS, BLANCAS Y TINTAS A CUADROS CON BARBILLAS A LOS COSTADOS",https://drive.google.com/open?id=1QGJOLrhLou2r6ZfYamsjy5b1RPjTAoLZ&usp=drive_copy
978,80R,COBIJA,GRIS,S/D,S/D,"FRANJAS BLANCAS, VIOLETAS Y AMARILLAS, CUENTA CON UN DESGARRE Y BARBILLAS A LOS COSTADOS",https://drive.google.com/open?id=1uBdZlJwHfaF-Id7eEDZ6RxHF2HYBWDC8&usp=drive_copy
979,81R,COBIJA,GRIS,S/D,S/D,FRANJAS AMARILLAS Y VERDES CON BARBILLAS A LOS COSTADOS,https://drive.google.com/open?id=1bv6_4W5aJ7SadUutIlNeUqChpiVkO5tr&usp=drive_copy
980,82R,COBIJA,GRIS,S/D,S/D,FRANJAS AMARILLAS Y VERDES CON CUADROS CON BARBILLAS A LOS COSTADOS,https://drive.google.com/open?id=1BcXsnab6qxalTitfYpBAtxGb-3h878cq&usp=drive_copy
981,1S,BOXERS,AZUL,KNOCKER,S/I,ESTAMPADO UN LOBO,https://drive.google.com/open?id=1mLTGoptjdiJQ9ODhlrWfV_D5xE_IU7vC&usp=drive_copy
982,2S,BOXERS,AZUL REY,LAOS BOYS,S/I,ESTAMPADO ESTRELLA,https://drive.google.com/open?id=1DWL99d_FOTUD5BebANRyZiibSWH9NqPd&usp=drive_copy
983,3S,BOXERS,GRIS,STARTED BOY,S/I,ESTAMPADO MAS OBSCURO,https://drive.google.com/open?id=1UOc0Fg4Bmekd57YcXyV4RJV94JgtDmyU&usp=drive_copy
984,4S,BOXERS,AZUL OBSCURO,LACK JACKR,S/I,SIN OBSERVACIONES,https://drive.google.com/open?id=1DX5Gl_HSdf1WEgDFMjoTBrIyogh0Au3R&usp=drive_copy
985,5S,BOXERS,GRIS,SIN DATOS,S/I,GRECAS AZULES ,https://drive.google.com/open?id=1eVqQoaf_D3N_htRTfxrlwkj5IrlcVQXI&usp=drive_copy
986,6S,BOXERS,GRIS,EAGLE MERICAN,S/I,FRANJAS AZUL MARINO,https://drive.google.com/open?id=1Ysco_0ABdVVyjnfrOxPEx9HRwMK3LZWg&usp=drive_copy
987,7S,BOXERS,AZUL MARINO,OSHMEN ,S/I,SIN OBSERVACIONES,https://drive.google.com/open?id=1JeGT7LNJ85KsO2XEJFVSvnUsEb7GldoF&usp=drive_copy
988,8S,BOXERS,GRIS,SIN DATOS,S/I,LINEAS ROJAS,https://drive.google.com/open?id=1P2ogNle-qJ9bfEGZGsCmqLPRbKkH45K-&usp=drive_copy
989,9S,BOXERS,DESLAVADO,SIN DATOS,S/I,SIN OBSERVACIONES,https://drive.google.com/open?id=1Ylgu1rQK0hffeqbvyJmUWU5_0yomigYb&usp=drive_copy
990,10S,BOXERS,AZUL MARINO,MEN,S/I,FRANJAS GRIS,https://drive.google.com/open?id=1Z0_JJcBrhu11HNMHC5J4GuylRLYh7dOn&usp=drive_copy
991,11S,BOXERS,GRIS,SPORT,S/I,ESTAMPADO FRANJAS Y BOXEADOR,https://drive.google.com/open?id=154wYbk9iEI5wTsLWcm9lM0_K8B0iN0gd&usp=drive_copy
992,12S,BOXERS,ROJO,KNOCKER,S/I,BORDES AZUL MARINO,https://drive.google.com/open?id=1scYI0g2ah43zWZ0666ngFbR71dSgnvQQ&usp=drive_copy
993,13S,BOXERS,AZUL MARINO,NIKE,S/I,PALOMA DE NIKE,https://drive.google.com/open?id=1MiJQnAlDSfTTT3L9AiaEpqKqVkIwDymx&usp=drive_copy
994,14S,BOXERS,AZUL MARINO,KNOCKER,S/I,RAYAS AZUL REY,https://drive.google.com/open?id=1Iba01esfwz0sfeD0UkV_znZ3LXdHMptY&usp=drive_copy
995,15S,BOXERS,AZUL REY,SIN DATOS,S/I,CUADROS AZUL MARINO,https://drive.google.com/open?id=1CjSftnrLrRAk0gRhHB6jweZPzBoDgVGQ&usp=drive_copy
996,16S,BOXERS,AZUL REY,SIN DATOS,S/I,SIN OBSERVACIONES,https://drive.google.com/open?id=1PKqBqxnCQk17Br0LUZQnblY_Ixf2J9de&usp=drive_copy
997,17S,BOXERS,GRIS OBSCURO,ADIDAS,S/I,ESTAMPADO EN ROSA,https://drive.google.com/open?id=1Rw4Tx2C9pA75wtmgIkej4dFytnToBQQL&usp=drive_copy
998,18S,BOXERS,AZUL REY,EAGLE MENS,S/I,RESORTE AZUL MARINO,https://drive.google.com/open?id=13IE1_p8T80Aj07GOP6RLS5mrOYRp5r7d&usp=drive_copy
999,19S,BOXERS,GRIS,RINBROS,S/I,RESORTE AZUL MARINO,https://drive.google.com/open?id=1de_gIH_IHn8WeMEtlfgGGf4Eg3A35d9q&usp=drive_copy
1000,20S,BOXERS,ROJO,POLO CLUB,S/I,ESTAMPADO AZUL MARINO,https://drive.google.com/open?id=1J3UXO6IbOMV5KGLaioXlqbbyp0nzV0Ek&usp=drive_copy
1001,21S,BOXERS,AZUL MARINO,JOSH MENS,XL,ESTAMPADO GRIS,https://drive.google.com/open?id=1ZYEDmZm5iTWa86175rOuNEhCiyP0fxRX&usp=drive_copy
1002,22S,BOXERS,GRIS,KNOCKER,S/I,ESTAMPADOS EN X,https://drive.google.com/open?id=1JptmcS330LOx5ej8_X-B5Ji-5aRu_Apm&usp=drive_copy
1003,23S,BOXERS,AZUL MARINO,SIN DATOS,S/I,SIN OBSERVACIONES,https://drive.google.com/open?id=1TvJpOaDk6pGrRxJC-7Z8uVyHa5XU5Va8&usp=drive_copy
1004,24S,BOXERS,AZUL MARINO,ECKO UNLTD,S/I,ESTAMPADO EN ROJO,https://drive.google.com/open?id=1rJUWho8vnC4ZH3yIAXgVakMV4h8zRkrE&usp=drive_copy
1005,25S,BOXERS,GRIS,SIN DATOS,S/I,SIN OBSERVACIONES,https://drive.google.com/open?id=14VPQr5oPv7MR1bHHuv_V6Rx_ZrlzBltY&usp=drive_copy
1006,26S,BOXERS,NEGRO,KNOCKER,S/I,BORDES EN GRIS,https://drive.google.com/open?id=1kMyfIfoRfqvP2WCEz2JmBGkV_H-w4ABg&usp=drive_copy
1007,27S,BOXERS,GRIS,KNOCKER,S/I,RESORTE RAYAS GRIS,https://drive.google.com/open?id=1r1LFwcWPg5SNQDiKJOn7DMVnMo6uYk5m&usp=drive_copy
1008,28S,BOXERS,GRIS,AMERICAN EAGLE,S/I,BORDES AZUL MARINO,https://drive.google.com/open?id=1SrkXcBJjt3injXVmrlbkTwnnx90DTONQ&usp=drive_copy
1009,29S,BOXERS,GRIS,SIN DATOS,S/I,ESTAMPADO AZUL ,https://drive.google.com/open?id=1wEt8MVgLGaYxOQmh9rhkLzMFjhrJ0udV&usp=drive_copy
1010,30S,BOXERS,AZUL MARINO,RAFA,S/I,ESTAMPADO AMARILLO,https://drive.google.com/open?id=1RFmVJOi0wWcLrXFZEbmeDpuwSSgA0yvK&usp=drive_copy
1011,31S,BOXER,ROJO,YORK TEAM POLO CLUB,42,S/D,https://drive.google.com/open?id=1UnBzc6qsUTeclQ9w26qJS8gYOVn8wLCO&usp=drive_copy
1012,32S,BOXER,GRIS,CAREOUKIN,XL,S/D,https://drive.google.com/open?id=1MOGgdGa0BgAqg6cltA9z5zsCcC7DC4h5&usp=drive_copy
1013,33S,BOXER,GRIS,N-S,S/D,S/D,https://drive.google.com/open?id=1x_Q3ZrlD-Ao8Oj1wkypIbdUHuI-DTc65&usp=drive_copy
1014,34S,BOXER,AZUL,UOMO,S/D,CON ESTAMPADO,https://drive.google.com/open?id=1dsW_DLj34JHy3xvuXh2RfX_y8h9YtA2a&usp=drive_copy
1015,35S,BOXER,NEGRO,TOMMY JOHN,LG,S/D,https://drive.google.com/open?id=1aijo9extkIruqVJxckimyZ0anWbigRRp&usp=drive_copy
1016,36S,BOXER,"AZUL,PURPURA",DREAMS INTRIMATE,S/D,S/D,https://drive.google.com/open?id=1nzR9eUrh08ic-u1R_tvJzuLFVnaK3DKs&usp=drive_copy
1017,37S,BOXER,"GRIS, ROJO",A&F,FREE,S/D,https://drive.google.com/open?id=11wLBqZLgWk0Q02q5uMek0Jp9yHSnmEIk&usp=drive_copy
1018,38S,BOXER,AZUL,MEN,S/D,S/D,https://drive.google.com/open?id=1D63-5awm1U7HEXk46PEn58dPR4rYs5F7&usp=drive_copy
1019,39S,BOXER,VERDE,MEN,XXL,CON FRANJAS BLANCAS,https://drive.google.com/open?id=11ppOgt8Yj7m91Ng3UQlv15UZrDMcSJSw&usp=drive_copy
1020,40S,BOXER,NEGRO,CALVINKLEIN,S/D,S/D,https://drive.google.com/open?id=10tFxEUezKg9nNDmnVUa04Zw7DPUGVGc2&usp=drive_copy
1021,41S,BOXER,ROJO,DREAMS INTRIMATE,UNITALLA,S/D,https://drive.google.com/open?id=1445EEIlvGvNMEh3jaXc-qSU0wjqfpx7d&usp=drive_copy
1022,42S,BOXER,AZUL,DISTURBIO EXTRA,S/D,S/D,https://drive.google.com/open?id=1-ZoseqS-3ivVfPjkqdCpvS5PCzEGGtUN&usp=drive_copy
1023,43S,TRUSA,GRIS,BLACK SECRET,CHICA,S/D,https://drive.google.com/open?id=1qHA4-8V7VXOd5MNJAe4MMmAFefhuFaxb&usp=drive_copy
1024,44S,BOXER,AMARILLO,AMERICAN EAGLE,FREE,CON DISEÑO DE AGUILA EN COLOR AZUL,https://drive.google.com/open?id=19TAzMhwBRMsi91mRMOBvVPJxDE-izVdt&usp=drive_copy
1025,45S,BOXER,AZUL,MEN,L / XL,CON DISEÑO DE CHEFS TACTIC´S,https://drive.google.com/open?id=1vL7MZ01qgsPicdZUcfvLw3Q_tl4RY3o9&usp=drive_copy
1026,46S,BOXER,ROJO,KNOCKER,JUNIOR FREE STYLE,CON DETALLES EN COLOR NEGRO,https://drive.google.com/open?id=1lv7liQkVHFjVs0GF4NiAatmdsQbCPJ2d&usp=drive_copy
1027,47S,BOXER,GRIS,HANES,S/D,S/D,https://drive.google.com/open?id=1d1u8d2RlH9GKh27jq9Ep-6j6-C6RpPEx&usp=drive_copy
1028,48S,BOXER,NEGRO,MEN SPORT,XXL,CON DETALLES AZUL,https://drive.google.com/open?id=14BIl-Kkk5qihGIqyjpIGD0XirsMEFaqB&usp=drive_copy
1029,49S,BOXER,NEGRO,EUROBOXER,S/D,S/D,https://drive.google.com/open?id=11l9HbcxJisWEDnKoG79q3jXlss-THVLK&usp=drive_copy
1030,50S,BOXER,ROJO,ECKO UNLTD,42,CON LA LEYENDA ECKO 1972 UNLIMITED EN COLOR NEGRO,https://drive.google.com/open?id=174vwBsbGqgeHCuf1-8RGw2DUXcwtxX7V&usp=drive_copy
1031,51S,BOXER,GRIS,YORK TEAM POLO CLUB,34,CON DETALLES EN COLOR AZUL,https://drive.google.com/open?id=1rXNzOlP8GsOyS_VO8Qu8ENEXhkRBxBZX&usp=drive_copy
1032,52S,BOXER,AZUL,KNOCKER,FREE SIZE,CON DISEÑO DE UN LOBO,https://drive.google.com/open?id=1yBSUTbZfdQ-OtJzDVVqixx1Xl7Y0O00Y&usp=drive_copy
1033,53S,BOXER,"AZUL, NEGRO",YORK TEAM POLO CLUB,30,S/D,https://drive.google.com/open?id=1GVyMMXdsbbHrDB_1JjRO38RJFr42-JFV&usp=drive_copy
1034,54S,BOXER,NEGRO,ADIDAS,FREE,CON DETALLES EN AZUL Y ROJO,https://drive.google.com/open?id=1_06gmxN-Dz2cypjXsVUDM7XNnWidIPmq&usp=drive_copy
1035,55S,BOXER,ROJO,BLACK JACKR,GRANDE,CON DETALLES EN NEGRO CON IMAGEN DE UN JAGUAR,https://drive.google.com/open?id=1vIKGqvKvhfWw5COrdEfcfsFK023lypGt&usp=drive_copy
1036,56S,BOXER,VERDE,BIKER,S/D,CON LEYENDA BIKER MENS,https://drive.google.com/open?id=1rzuBZ3UwMmJoZxDqsoSFbKHLdaSRSKoh&usp=drive_copy
1037,57S,BOXER,ROSA,UOMO,FREE,S/D,https://drive.google.com/open?id=15yV5waPP5lWtozBtBkOP_VisEyMejNjb&usp=drive_copy
1038,58S,BOXER,NEGRO,OROS,S/D,CON DETALLES EN COLOR ROJO,https://drive.google.com/open?id=1S6bhm26XM__6A9m4mgtnNllJbqt9p0PU&usp=drive_copy
1039,59S,BOXER,ROJO,DARONG,UNICA,CON DETALLES EN COLOR NEGRO,https://drive.google.com/open?id=1_6AOc2cD-fqOBMWwLnPslCCns5aQ84jJ&usp=drive_copy
1040,60S,BOXER,"AZUL, GRIS",POLO HPC,S/D,S/D,https://drive.google.com/open?id=11mbLsv7EXxXfTUUHBQtQpskgzOM1tQuo&usp=drive_copy
1041,61S,BOXER,NEGRO,YORK TEAM POLO CLUB,S/D,S/D,https://drive.google.com/open?id=1vIX-Zn4j8L7Ft8gFAGR0kUEmVVLNfDj8&usp=drive_copy
1042,62S,BOXER,NEGRO,S/D,S/D,S/D,https://drive.google.com/open?id=1uF0nfbq99TMVBnaTLRIk18VOjXFuPOg1&usp=drive_copy
1043,63S,BOXER,NEGRO,ROMANEECONTI,L / XL,DETALLES EN COLOR BLANCO,https://drive.google.com/open?id=143E-njHToVdZ-FnFKsEzlsfAbR794M77&usp=drive_copy
1044,64S,BOXER,NEGRO,T-HIT,UNITALLA,DETALLES EN AMARILLO,https://drive.google.com/open?id=1dRI6uvQtp3r68Yl-c0aR0tfqNrlklDRt&usp=drive_copy
1045,65S,BOXER,VERDE,KNOCKER,FREE SIZE,CON FRANJAS COLOR BEIGE,https://drive.google.com/open?id=1OAIzOzs44K6PFBsycLEZHJAGntiVvNdi&usp=drive_copy
1046,66S,TRUSA,ROJO,SPORTS,MEDIANA,CON FRANJAS COLOR NEGRO Y GRIS,https://drive.google.com/open?id=19JE1SF_mj_ShGc-g1m3NOALu_fLlgJjh&usp=drive_copy
1047,67S,BOXER,AZUL,MEN,ONE SIZE,CON FRANJAS COLOR GRIS,https://drive.google.com/open?id=164xvJsYcsuvuS2rCrkAhEd5Qny_yyObn&usp=drive_copy
1048,68S,BOXER,GRIS,FRUIT OF LOOM,S/D,FRANJA COLOR NEGRO,https://drive.google.com/open?id=1wJWduTiHZ5ftIYIdPVrnyyrh-CqWD-Yk&usp=drive_copy
1049,69S,BOXER,GRIS,CAREOUKIN,S/D,DETALLES EN COLOR AZUL,https://drive.google.com/open?id=1hOGjhOvPdWDVFDog90bGG-lZOtlEWFiV&usp=drive_copy
1050,70S,BOXER,GRIS,JOHS MEN´S,XXL,S/D,https://drive.google.com/open?id=17fFy2PeAw3J_6vCrAkbkC9oFODuWm29J&usp=drive_copy
1051,71S,BOXER,NEGRO,JOHS MENOS,XL,S/D,https://drive.google.com/open?id=1pqQLFUIHWOqfqz7HIRxzqdTEj6GtqjCh&usp=drive_copy
1052,72S,BOXER,AZUL,PLAYBOY,S/D,ESTAMPADO DE CONEJOS,https://drive.google.com/open?id=1Uy2adQ_YCgcHDRJJ6PY8YOLDNE_bmsl6&usp=drive_copy
1053,73S,BOXER,GRIS,VILE JACK,FREE,DETALLES EN COLOR AZUL,https://drive.google.com/open?id=1OUulnKtV0a0QJFsdApMHK3a61eMhoPwb&usp=drive_copy
1054,74S,BOXER,AZUL,CHAMPION,S/D,S/D,https://drive.google.com/open?id=1OZjN7l0YStTKlSpU0epKSyx86KAd0zlb&usp=drive_copy
1055,75S,BOXER,AZUL,CAT & JACK,S/D,S/D,https://drive.google.com/open?id=1uoWHccl7b6oFFlCXdL1FLhzDyKm5IW0T&usp=drive_copy
1056,76S,BOXER,NEGRO,VILE JACK,FREE,DETALLES EN COLOR AZUL,https://drive.google.com/open?id=1rx5jUMgN_LPNiinMKJ-9ayoxwR26rRZr&usp=drive_copy
1057,77S,BOXER,NEGRO,S/D,S/D,S/D,https://drive.google.com/open?id=1Tmq3F8rFPBrn6Iuf2HH87GSaIfJLRXPZ&usp=drive_copy
1058,78S,BOXER,NEGRO,UOMO,FREE,ESTAMPADO DE UN LOBO,https://drive.google.com/open?id=10zsddIJyRpOLlp-TkC9gu1DSoEmXRf2n&usp=drive_copy
1059,79S,BOXER,NEGRO,SIETE ROSA,S/D,LEYENDA SUPER GIRL EN COLOR ROSA,https://drive.google.com/open?id=12d7cM5rABSExkyD86-deeRjm9GvNjkDL&usp=drive_copy
1060,80S,BOXER,GRIS,CAREOUKIN,XXL,CON FRANJAS EN NEGRO,https://drive.google.com/open?id=1rMi4URdttkcq1dABdu22cS60-EXYbSIV&usp=drive_copy
1061,81S,BOXER,GRIS,UOMO SPORTS,M / L,S/D,https://drive.google.com/open?id=1jiE6JMTmwZVa0z6xPOo0MYP-BEZYfgAe&usp=drive_copy
1062,82S,BOXER,AZUL,DARONG,S/D,DETALLES EN COLOR GRIS CON IMAGEN DE CABEZA DE PANTERA,https://drive.google.com/open?id=1qBCZLEyDhlBitzNEefPnQl37rXiK_1hY&usp=drive_copy
1063,83S,BOXER,NEGRO,LOVE LIFE,ONE SIZE,DETALLES EN COLOR ROJO,https://drive.google.com/open?id=1oRyAvw5D53dUSwLGaA3ni9XOxPcbsbvE&usp=drive_copy
1064,84S,BOXER,NEGRO,KNOCKER,FREE SIZE,FRANJAS COLOR ROJO,https://drive.google.com/open?id=175V8zZpvm_x_EKvKGeiq9ztJZ8X3uvhW&usp=drive_copy
1065,85S,BOXER,NEGRO,CUIDADO CON EL PERRO,S/D,S/D,https://drive.google.com/open?id=1wh4_qTuulUqwEZmJVe_nJ5jZ2I0pVpxv&usp=drive_copy
1066,86S,BOXER,GRIS,DARONG,UNICA,DETALLES EN COLOR AZUL CON IMAGEN DE IMA ESTRELLAS,https://drive.google.com/open?id=14hJAAXBYzYz2pmNdm1zw1ywjC4tQt4WE&usp=drive_copy
1067,87S,BOXER,NEGRO,KNOCKER,S/D,DETALLES EN COLOR AZUL,https://drive.google.com/open?id=1Em1MrgBfyNUGKBcEtnwMWq8XrXNx5FPi&usp=drive_copy
1068,88S,BOXER,NEGRO,S/D,S/D,S/D,https://drive.google.com/open?id=1dx3v9KtK-tqLiAYr_5tcPZ_xVmoEZfsZ&usp=drive_copy
1069,89S,BOXER,NEGRO,YORK TEAM POLO CLUB,12,CON FRANJAS GRIS,https://drive.google.com/open?id=1PIWyG6WPbTaW_40NnlZYs8GSIU7CVNEB&usp=drive_copy
1070,90S,BOXER,AZUL MARINO,RAFA,S/D,S/D,https://drive.google.com/open?id=1aA8KlW9fHXloVx3c2gAuibtP7tv-AasY&usp=drive_copy
1071,1T,TOALLA,BLANCO,S/D,S/D,S/D,https://drive.google.com/open?id=1zlg-F3g8OmlljlB4p3ej-1HACdKhIRqE&usp=drive_copy
1072,2T,TOALLA,BLANCO,S/D,S/D,S/D,https://drive.google.com/open?id=12M5szMOo0BoC_knHeucdWtf4nPTkeZj1&usp=drive_copy
1073,3T,TOALLA,BLANCO,S/D,S/D,S/D,https://drive.google.com/open?id=18Gw0sLYj2TBmP6i-OiXrU1g7hqST9m-o&usp=drive_copy
1074,4T,TOALLA,CAFE,S/D,S/D,S/D,https://drive.google.com/open?id=1j4Ps4W9GM_mP_eML7XTh5rCW9qlYB-Ta&usp=drive_copy
1075,5T,TOALLA,GRIS,S/D,S/D,S/D,https://drive.google.com/open?id=1ju2H5NLikNjKCqETIZFFpfU6AC5QjDFJ&usp=drive_copy
1076,6T,TOALLA,BLANCO,S/D,S/D,S/D,https://drive.google.com/open?id=1o8Z5qaF4CJ1MvavgUXFH4fNhfjAQs08R&usp=drive_copy
1077,7T,TOALLA,AZUL MARINO,S/D,S/D,S/D,https://drive.google.com/open?id=1gW6kbUoOfuihhhdjsqvhWlzBub2zIan7&usp=drive_copy
1078,8T,TOALLA,NEGRO,S/D,S/D,S/D,https://drive.google.com/open?id=1STpzlmo9guaq71KtboNycHyBz85X4YPr&usp=drive_copy
1079,9T,TOALLA,MORADO,S/D,S/D,CON RAYAS COLOR BLANCO,https://drive.google.com/open?id=1FDRWcfnoYWQlousWavJ9gv_RtZ2MKoQY&usp=drive_copy
1080,10T,TOALLA,AZUL,S/D,S/D,S/D,https://drive.google.com/open?id=1ItPLronDJw2e7J-OxWZrGRElVbaBVCjM&usp=drive_copy
1081,1U,CALZADO,BLANCO-NEGRO,NIKE,S/I,SIN CINTAS,https://drive.google.com/open?id=1ZsknVJXz1vafj1LnfYXQwnog-mUG13dg&usp=drive_copy
1082,2U,CALZADO,NEGRO,TACTICAL,S/I,BOTA,https://drive.google.com/open?id=1i-iufIgm06oK08Qa4fbpg84kO7RG8KiS&usp=drive_copy
1083,3U,CALZADO,VERDE-CAFÉ,FILA,S/I,CINTAS NEGRAS,https://drive.google.com/open?id=1nopeAYN8srDIur4p2Ue9Zml3URQTAmB3&usp=drive_copy
1084,4U,CALZADO,CAFÉ,S/I,S/I,CINTAS BEIGE,https://drive.google.com/open?id=1CkmChdeSBbfweoaGOtI88GTOJU9S7unx&usp=drive_copy
1085,5U,CALZADO,NEGRO,FILA,S/I,CINTAS NEGRAS,https://drive.google.com/open?id=14M4Hea_M0iNgvy_NN5_fVHOWH1bUudDQ&usp=drive_copy
1086,6U,CALZADO,NEGRO-ROJO,SPORT,S/I,SANDALÍAS,https://drive.google.com/open?id=1Ai718yn7j0DbMj5DCjwoUBlHS97byVDw&usp=drive_copy
1087,7U,CALZADO,NEGRO,S/I,S/I,CINTAS NEGRAS,https://drive.google.com/open?id=16QQOxSaPpa_405d1pOw-vHZZk5qtR8m0&usp=drive_copy
1088,8U,CALZADO,NEGRO,SIMPLE,S/I,SANDALÍAS,https://drive.google.com/open?id=1nb16zmrWH5MVVIzx8GjNzKO0962_iG1O&usp=drive_copy
1089,9U,CALZADO,AZUL,ENERGY,S/I,SANDALÍAS,https://drive.google.com/open?id=1UR4BW7S1SB-ctR5fwcvQ3rUOSygewo3E&usp=drive_copy
1090,10U,CALZADO,NEGRO,S/I,S/I,SIN CINTAS,https://drive.google.com/open?id=18LQ2FXKD88NVeYmoykdhtr6fAwDEWYSn&usp=drive_copy
1091,11U,CALZADO,NEGRO,NIKE,S/I,CINTAS NEGRAS,https://drive.google.com/open?id=1XgbrfjWcfYRW2F2a720kITjLyEqvgnhr&usp=drive_copy
1092,12U,CALZADO,NEGRO,ADIDAS,S/I,CINTAS NEGRAS,https://drive.google.com/open?id=18fS3Qj4_9sDsvz7eF4EmEd5Uje7Ip99l&usp=drive_copy
